data/human_synthesized
1409.wav	379577
1720.wav	339438
65.wav	349869
1786.wav	370170
1390.wav	349636
1970.wav	288000
1325.wav	451086
673.wav	415276
1321.wav	342017
2124.wav	354265
92.wav	428968
1233.wav	339336
1997.wav	439766
66.wav	268000
1297.wav	301442
112.wav	379867
2381.wav	344786
2049.wav	452325
1334.wav	621751
1995.wav	342726
130.wav	346166
128.wav	333704
1640.wav	363526
2619.wav	378218
74.wav	355323
465.wav	352000
1410.wav	304089
1872.wav	358191
1890.wav	358344
127.wav	329923
2916.wav	431232
567.wav	325795
899.wav	336142
1534.wav	358510
1051.wav	341273
586.wav	358472
2046.wav	457333
767.wav	353885
444.wav	379782
1726.wav	508110
122.wav	346408
737.wav	336728
121.wav	408814
1955.wav	307618
2221.wav	403609
1280.wav	483347
1959.wav	310219
72.wav	440784
548.wav	334181
93.wav	282761
2080.wav	321361
1328.wav	566551
2405.wav	330606
1958.wav	407928
2361.wav	354936
2606.wav	694558
2103.wav	447495
male_robosoft_one_fast.wav	282660
male_tru_voice_adult_male_1_slow.wav	467097
female_tru_voice_adult_female_2_fast.wav	315282
male_tru_voice_adult_male_1.wav	355671
female_ms_mary_fast.wav	273098
male_tru_voice_adult_male_3.wav	355671
male_tru_voice_adult_male_2.wav	355671
female_robosoft_five.wav	340159
male_tru_voice_adult_male_6.wav	441556
male_tru_voice_adult_male_3_fast.wav	315282
male_tru_voice_adult_male_2_fast.wav	315282
female_robosoft_five_fast.wav	274096
female_tru_voice_adult_female_1_slow.wav	467097
male_tru_voice_adult_male_7.wav	355671
male_tru_voice_adult_male_5.wav	355671
male_tru_voice_adult_male_8_fast.wav	284153
male_robosoft_six_slow.wav	455929
male_ms_mike_slow.wav	469629
female_robosoft_four_slow.wav	455039
male_tru_voice_adult_male_4.wav	355671
female_ms_mary.wav	340591
male_tru_voice_adult_male_4_fast.wav	315282
male_tru_voice_adult_male_5_fast.wav	315282
male_ms_sam_fast.wav	308132
male_tru_voice_adult_male_6_slow.wav	560166
male_tru_voice_adult_male_7_slow.wav	467097
male_robosoft_three_fast.wav	280916
male_robosoft_two_fast.wav	281386
male_robosoft_one.wav	351690
female_ms_mary_slow.wav	455039
male_tru_voice_adult_male_1_fast.wav	315282
male_robosoft_one_slow.wav	467564
male_ms_mike.wav	350641
female_tru_voice_adult_female_2_slow.wav	467097
male_robosoft_six_fast.wav	274010
female_tru_voice_adult_female_1.wav	355671
male_tru_voice_adult_male_8_slow.wav	467097
female_robosoft_four_fast.wav	273098
male_robosoft_three.wav	350641
male_ms_mike_fast.wav	280916
female_robosoft_five_slow.wav	456133
male_tru_voice_adult_male_2_slow.wav	467097
male_tru_voice_adult_male_3_slow.wav	467097
female_tru_voice_adult_female_2.wav	355671
male_robosoft_six.wav	339911
male_robosoft_two.wav	351158
female_tru_voice_adult_female_1_fast.wav	315282
male_ms_sam_slow.wav	511158
male_ms_sam.wav	381941
male_tru_voice_adult_male_8.wav	355671
male_tru_voice_adult_male_5_slow.wav	467097
male_tru_voice_adult_male_4_slow.wav	467097
male_robosoft_two_slow.wav	470274
male_robosoft_three_slow.wav	469629
male_tru_voice_adult_male_7_fast.wav	284153
female_robosoft_four.wav	340591
male_tru_voice_adult_male_6_fast.wav	355671
