data/TORGO/sampled
0005_FC03_Session2.wav	64400
0060_FC03_Session2.wav	72720
0114_FC03_Session2.wav	118720
0051_FC03_Session2.wav	49920
0095_FC03_Session2.wav	76960
0146_FC03_Session2.wav	67360
0195_FC03_Session2.wav	63280
0372_FC03_Session1.wav	53280
0272_FC03_Session1.wav	49040
0300_FC03_Session1.wav	60800
0318_FC03_Session1.wav	64640
0132_FC03_Session1.wav	58240
0187_FC03_Session1.wav	51920
0355_FC03_Session1.wav	87360
0341_FC03_Session1.wav	62400
0356_FC03_Session1.wav	79600
0155_FC03_Session1.wav	93360
0167_FC02_Session3.wav	55920
0201_FC02_Session3.wav	64480
0107_FC02_Session3.wav	114000
0329_FC02_Session3.wav	59520
0240_FC02_Session3.wav	56640
0122_FC02_Session3.wav	91600
0218_FC02_Session3.wav	53200
0142_FC02_Session3.wav	102480
0169_FC02_Session3.wav	50240
0343_FC02_Session3.wav	61840
0046_FC01_Session1.wav	102240
0130_FC01_Session1.wav	68481
0150_FC01_Session1.wav	64080
0058_F03_Session3.wav	44000
0065_F03_Session3.wav	41680
0084_F03_Session3.wav	75680
0090_F03_Session3.wav	66640
0118_F03_Session3.wav	64160
0130_F03_Session3.wav	49600
0134_F03_Session3.wav	95521
0055_F03_Session3.wav	59200
0121_F03_Session3.wav	36560
0192_F03_Session3.wav	71200
0030_F03_Session3.wav	68240
0197_F03_Session3.wav	48240
0028_F03_Session2.wav	53920
0055_F03_Session2.wav	92801
0033_F03_Session2.wav	78640
0207_F04_Session2.wav	76000
0159_F04_Session2.wav	112240
0214_F04_Session2.wav	122401
0217_F04_Session2.wav	54880
0203_F04_Session2.wav	59600
0028_F04_Session2.wav	73121
0052_F04_Session2.wav	74160
0244_F04_Session2.wav	61120
0079_F04_Session2.wav	75440
0120_F04_Session2.wav	85600
0243_F04_Session2.wav	117440
0144_F04_Session2.wav	103521
0143_F04_Session2.wav	118400
0183_F04_Session2.wav	159200
0036_F01_Session1.wav	101109
0170_MC02_Session1.wav	76080
0239_MC02_Session1.wav	79280
0263_MC02_Session1.wav	105680
0088_MC02_Session1.wav	68640
0137_MC02_Session1.wav	68080
0320_MC02_Session1.wav	74480
0225_MC02_Session1.wav	82720
0235_MC02_Session1.wav	68240
0022_MC02_Session1.wav	76240
0415_MC04_Session1.wav	61600
0167_MC04_Session1.wav	61200
0012_MC04_Session1.wav	65920
0200_MC04_Session1.wav	61680
0072_MC04_Session1.wav	72880
0310_MC04_Session1.wav	58080
0105_MC04_Session1.wav	65280
0466_MC04_Session1.wav	69680
0249_MC04_Session1.wav	91520
0498_MC04_Session1.wav	49360
0333_MC04_Session1.wav	44800
0327_MC04_Session1.wav	57840
0326_MC04_Session1.wav	61360
0030_MC04_Session1.wav	63520
0178_MC04_Session1.wav	64080
0436_MC04_Session1.wav	60560
0027_MC04_Session1.wav	87360
0036_MC04_Session1.wav	74320
0361_MC03_Session1.wav	49360
0216_MC03_Session1.wav	60000
0064_MC03_Session1.wav	55760
0005_M01_Session1.wav	193201
0040_M01_Session1.wav	121680
0009_M01_Session1.wav	136640
0013_M01_Session2_3.wav	125801
0202_M01_Session2_3.wav	116741
0174_M01_Session2_3.wav	105646
0127_M01_Session2_3.wav	100246
0045_M01_Session2_3.wav	118741
0121_M01_Session2_3.wav	106673
0109_M01_Session2_3.wav	128671
0056_M01_Session2_3.wav	112068
0398_M03_Session2.wav	60000
0013_M03_Session2.wav	61360
0388_M03_Session2.wav	55200
0014_M03_Session2.wav	74800
0117_M03_Session2.wav	66560
0244_M03_Session2.wav	103520
0057_M03_Session2.wav	59680
0212_M02_Session2.wav	104160
0213_M02_Session2.wav	126400
0098_M02_Session2.wav	152240
0173_M02_Session1.wav	72007
0044_M02_Session1.wav	161923
0226_M02_Session1.wav	124309
0222_M02_Session1.wav	131726
0321_M05_Session2.wav	154160
0043_M05_Session2.wav	133920
0146_M05_Session2.wav	307760
0219_M05_Session2.wav	218480
0382_M05_Session2.wav	127840
