data/coraal_buckeye_joined
0.wav	532656
1.wav	946944
2.wav	349392
3.wav	250336
4.wav	429808
5.wav	218880
6.wav	487136
7.wav	189808
8.wav	1895392
9.wav	93520
10.wav	390688
11.wav	214432
12.wav	182864
13.wav	169584
14.wav	124256
15.wav	256896
16.wav	899712
17.wav	260336
18.wav	676144
19.wav	117968
20.wav	208896
21.wav	240640
22.wav	501152
23.wav	788624
24.wav	103664
25.wav	185344
26.wav	389104
27.wav	119200
28.wav	883584
29.wav	1100576
30.wav	231968
31.wav	163888
32.wav	273264
33.wav	221696
34.wav	92736
35.wav	162784
36.wav	250704
37.wav	560080
38.wav	303696
39.wav	681776
40.wav	257696
41.wav	911760
42.wav	363024
43.wav	357440
44.wav	390080
45.wav	344176
46.wav	283648
47.wav	350928
48.wav	1521120
49.wav	362384
50.wav	480528
51.wav	997824
52.wav	216960
53.wav	272432
54.wav	116640
55.wav	387920
56.wav	267408
57.wav	902832
58.wav	248000
59.wav	226336
60.wav	291968
61.wav	366640
62.wav	155792
63.wav	104928
64.wav	333824
65.wav	152816
66.wav	409552
67.wav	182368
68.wav	999824
69.wav	140048
70.wav	80368
71.wav	308160
72.wav	833504
73.wav	341648
74.wav	187280
75.wav	239968
76.wav	786832
77.wav	96064
78.wav	305296
79.wav	1134944
80.wav	247104
81.wav	306832
82.wav	251440
83.wav	1155792
84.wav	353952
85.wav	278720
86.wav	856832
87.wav	920416
88.wav	807232
89.wav	81072
90.wav	886736
91.wav	105312
92.wav	259104
93.wav	249328
94.wav	108160
95.wav	326352
96.wav	278832
97.wav	82976
98.wav	139776
99.wav	115600
100.wav	143232
101.wav	1044016
102.wav	109408
103.wav	137136
104.wav	152288
105.wav	408160
106.wav	1104624
107.wav	405600
108.wav	217792
109.wav	443616
110.wav	273616
111.wav	920400
112.wav	127552
113.wav	254336
114.wav	280544
115.wav	83792
116.wav	377968
117.wav	997248
118.wav	700928
119.wav	275712
