data/UASpeech/audio/noisereduce
M01/M01_B1_UW64_M7.wav	92888
M01/M01_B3_UW9_M5.wav	57559
M01/M01_B1_UW32_M5.wav	179468
M01/M01_B2_CW31_M7.wav	66373
M01/M01_B3_UW23_M7.wav	120719
CM01/CM01_B1_UW64_M7.wav	28614
CM01/CM01_B3_UW9_M5.wav	209014
CM01/CM01_B1_UW32_M5.wav	30755
CM01/CM01_B2_CW31_M7.wav	22545
CM01/CM01_B3_UW23_M7.wav	24142
M04/M04_B3_UW31_M7.wav	29153
M04/M04_B1_UW32_M5.wav	47519
M04/M04_B3_CW62_M7.wav	25941
M04/M04_B2_LT_M7.wav	32499
M04/M04_B1_UW95_M3.wav	31190
CM04/CM04_B3_UW31_M7.wav	26775
CM04/CM04_B1_UW32_M5.wav	32104
CM04/CM04_B3_CW62_M7.wav	22746
CM04/CM04_B2_LT_M7.wav	27840
CM04/CM04_B1_UW95_M3.wav	25865
M05/M05_B3_CW84_M6.wav	29577
M05/M05_B3_UW33_M3.wav	36467
M05/M05_B2_UW39_M7.wav	35267
M05/M05_B2_CW7_M7.wav	38150
M05/M05_B3_UW24_M5.wav	58648
CM05/CM05_B3_CW84_M6.wav	31564
CM05/CM05_B3_UW33_M3.wav	33995
CM05/CM05_B2_UW39_M7.wav	30181
CM05/CM05_B2_CW7_M7.wav	24282
CM05/CM05_B3_UW24_M5.wav	31034
M08/M08_B2_CW20_M6.wav	39796
M08/M08_B2_CW30_M3.wav	35731
M08/M08_B3_CW84_M6.wav	39758
M08/M08_B2_UW75_M8.wav	49050
M08/M08_B1_UW1_M6.wav	57066
CM08/CM08_B2_CW20_M6.wav	21409
CM08/CM08_B2_CW30_M3.wav	19831
CM08/CM08_B3_CW84_M6.wav	22768
CM08/CM08_B2_UW75_M8.wav	25292
CM08/CM08_B1_UW1_M6.wav	41276
M09/M09_B1_UW38_M6.wav	46036
M09/M09_B3_UW58_M3.wav	64483
M09/M09_B1_CW94_M4.wav	43606
M09/M09_B3_UW47_M5.wav	50513
M09/M09_B1_UW34_M2.wav	50444
CM09/CM09_B1_UW38_M6.wav	32640
CM09/CM09_B3_UW58_M3.wav	36913
CM09/CM09_B1_CW94_M4.wav	23845
CM09/CM09_B3_UW47_M5.wav	32783
CM09/CM09_B1_UW34_M2.wav	49755
M10/M10_B2_CW26_M7.wav	39550
M10/M10_B3_CW87_M5.wav	38222
M10/M10_B2_UW52_M4.wav	38354
M10/M10_B3_CW18_M7.wav	36470
M10/M10_B2_CW21_M2.wav	35648
CM10/CM10_B2_CW26_M7.wav	32223
CM10/CM10_B3_CW87_M5.wav	31075
CM10/CM10_B2_UW52_M4.wav	35502
CM10/CM10_B3_CW18_M7.wav	30530
CM10/CM10_B2_CW21_M2.wav	28921
F02/F02_B1_CW99_M6.wav	51815
F02/F02_B1_UW60_M6.wav	89630
F02/F02_B3_UW63_M4.wav	94192
F02/F02_B3_UW33_M3.wav	64007
F02/F02_B1_CW51_M6.wav	60582
CF02/CF02_B1_CW99_M6.wav	25778
CF02/CF02_B1_UW60_M6.wav	36878
CF02/CF02_B3_UW63_M4.wav	38094
CF02/CF02_B3_UW33_M3.wav	31360
CF02/CF02_B1_CW51_M6.wav	28005
F03/F03_B1_UW91_M6.wav	46716
F03/F03_B3_UW59_M7.wav	46947
F03/F03_B1_UW93_M4.wav	51036
F03/F03_B1_UW10_M3.wav	190320
F03/F03_B3_LE_M5.wav	69251
CF03/CF03_B1_UW91_M6.wav	29528
CF03/CF03_B3_UW59_M7.wav	33344
CF03/CF03_B1_UW93_M4.wav	32119
CF03/CF03_B1_UW10_M3.wav	31836
CF03/CF03_B3_LE_M5.wav	33559
F04/F04_B2_UW63_M8.wav	51935
F04/F04_B2_UW8_M4.wav	42462
F04/F04_B1_UW17_M4.wav	47712
F04/F04_B3_UW55_M6.wav	40169
F04/F04_B1_CW56_M5.wav	41209
CF04/CF04_B2_UW63_M8.wav	28875
CF04/CF04_B2_UW8_M4.wav	33332
CF04/CF04_B1_UW17_M4.wav	34261
CF04/CF04_B3_UW55_M6.wav	34206
CF04/CF04_B1_CW56_M5.wav	29929
F05/F05_B1_CW59_M8.wav	29173
F05/F05_B1_UW66_M3.wav	52203
F05/F05_B3_UW55_M5.wav	37694
F05/F05_B2_UW67_M3.wav	29350
F05/F05_B1_UW43_M3.wav	70237
CF05/CF05_B1_CW59_M8.wav	27777
CF05/CF05_B1_UW66_M3.wav	38005
CF05/CF05_B3_UW55_M5.wav	37242
CF05/CF05_B2_UW67_M3.wav	31908
CF05/CF05_B1_UW43_M3.wav	56825
M12/M12_B2_UW55_M7.wav	72708
M12/M12_B3_UW26_M7.wav	109542
M12/M12_B1_CW11_M5.wav	40026
M12/M12_B3_CW7_M5.wav	54073
M12/M12_B1_UW31_M3.wav	76844
CM12/CM12_B2_UW55_M7.wav	27782
CM12/CM12_B3_UW26_M7.wav	29514
CM12/CM12_B1_CW11_M5.wav	24450
CM12/CM12_B3_CW7_M5.wav	21344
CM12/CM12_B1_UW31_M3.wav	26954
