data/speech_accent_archive/male_female
65.wav	349869
66.wav	268000
76.wav	398501
95.wav	335770
105.wav	501793
125.wav	325080
127.wav	329923
128.wav	333704
130.wav	346166
134.wav	368102
137.wav	309470
152.wav	317956
444.wav	379782
446.wav	310142
465.wav	352000
497.wav	316015
509.wav	319290
526.wav	328934
547.wav	366718
551.wav	364160
554.wav	341606
563.wav	285327
572.wav	326572
583.wav	440436
586.wav	358472
590.wav	302400
617.wav	345508
631.wav	303818
662.wav	348320
695.wav	392250
720.wav	341055
729.wav	297771
767.wav	353885
775.wav	287684
799.wav	329720
821.wav	351760
824.wav	293000
861.wav	321383
884.wav	344422
889.wav	305575
899.wav	336142
905.wav	304038
951.wav	386812
986.wav	342912
1051.wav	341273
1071.wav	301117
1222.wav	294772
1226.wav	350804
1242.wav	351739
1340.wav	356342
1534.wav	358510
1564.wav	376094
1637.wav	337970
1641.wav	337897
2028.wav	564036
2046.wav	457333
2185.wav	362623
2197.wav	379628
2382.wav	400124
2724.wav	407304
67.wav	312758
75.wav	333062
79.wav	263369
94.wav	340542
139.wav	280780
164.wav	352316
442.wav	333155
510.wav	307436
523.wav	403473
542.wav	349414
574.wav	296381
636.wav	383689
639.wav	369366
684.wav	344608
840.wav	377961
850.wav	274122
856.wav	285542
871.wav	295358
912.wav	370032
918.wav	376202
982.wav	384057
983.wav	329097
1052.wav	324588
1206.wav	294206
1207.wav	360532
1217.wav	365031
1277.wav	384972
1280.wav	483347
1330.wav	388177
1331.wav	329187
1339.wav	460181
1374.wav	346325
1395.wav	376073
1412.wav	272510
1471.wav	329746
1524.wav	391006
1548.wav	350805
1563.wav	343022
1571.wav	340386
1728.wav	307845
1884.wav	420188
1888.wav	310590
1908.wav	370033
1933.wav	340312
1957.wav	371519
1958.wav	407928
1959.wav	310219
1960.wav	326937
2047.wav	360171
2059.wav	355698
2061.wav	401182
2221.wav	403609
2361.wav	354936
2377.wav	352176
2405.wav	330606
2793.wav	367388
2799.wav	318345
2895.wav	394440
2917.wav	320567
2919.wav	333136
